POA_CODE_2021,SA2_CODE_2021,SA2_NAME_2021
3002,206041119,East Melbourne
5120,402041171,Mawson Lakes - Globe Derby Park
2176,127021510,Bossley Park - Abbotsbury
6157,507021164,East Fremantle
2914,801041121,Taylor
4007,305031119,Albion
6065,505031304,Landsdale
2346,110021193,Inverell Surrounds - West
7212,602031061,Northern Midlands
2346,110041204,Tamworth - West
4287,310021277,Boonah
2632,101041019,Bega - Tathra
5308,407031161,Karoonda - Lameroo
5353,407031161,Karoonda - Lameroo
4067,304031096,St Lucia
3757,209041225,Whittlesea
2164,127021519,Smithfield - Wetherill Park
4757,312021345,Eungella Hinterland
2220,119031667,Penshurst
3172,212041313,Dingley Village
6035,505031256,Carabooda - Pinjar
5063,401071024,Unley - Parkside
6530,511021277,Exmouth
5252,401021007,Mount Barker
5144,401021010,Uraidla - Summertown
3757,209031212,Panton Hill - St Andrews
2787,124011453,Lawson - Hazelbrook - Linden
2021,118011650,Double Bay - Darling Point
5255,407011147,Strathalbyn Surrounds
4314,310031290,Karana Downs
2142,125041489,North Parramatta
6328,509011229,Gnowangerup
4207,311021307,Eagleby
2477,112011237,Ballina Surrounds
3026,213051590,Wyndham Vale - South
5311,407031163,Loxton Surrounds
6223,501021014,Harvey
3352,201011008,Wendouree - Miners Rest
2144,125011582,Auburn - Central
5116,402021034,Smithfield - Elizabeth North
4127,303031064,Rochedale - Burbank
5480,405031120,Jamestown
3750,209041436,South Morang - South
3869,205041094,Churchill
2486,112031550,Banora Point
6284,501011001,Augusta
2163,125031480,Fairfield - East
3078,206021500,Northcote - West
2333,106041126,Muswellbrook
3155,211011446,Boronia
3004,206041508,Southbank (West) - South Wharf
3043,210011228,Keilor
2583,101051539,Goulburn
4712,308031219,Rockhampton Surrounds - North
2556,127011728,Leppington - Catherine Field
5016,404021099,Largs Bay - Semaphore
3714,204011057,Mansfield (Vic.)
2250,102011033,Kariong
3331,203011035,Golden Plains - South
3226,203021042,Highton
3821,205011078,Trafalgar (Vic.)
7116,603011065,Central Highlands
2155,115021297,Dural - Kenthurst - Wisemans Ferry
2134,120031396,Homebush
2787,103031074,Mudgee Surrounds - West
2191,119021660,Campsie - South
3597,215031403,Robinvale
2335,106021614,East Maitland - Metford
2320,106021617,Tenambit - East Maitland
3134,211031452,Croydon South
4032,314011386,The Hills District
5724,406021141,Outback
5301,407031169,The Coorong
3812,212011547,Bunyip - Garfield
6503,509021239,Gingin - Dandaragan
2217,119031374,South Hurstville - Blakehurst
5041,403031070,Panorama
4892,315011395,Aurukun
3485,215011394,Yarriambiack
2223,119031667,Penshurst
2333,106041129,Scone Surrounds
3333,201021012,Gordon (Vic.)
2396,105031106,Wellington
2765,115011621,Kellyville - East
2582,101061542,Yass Surrounds
6011,503011032,Cottesloe
3669,216031593,Kialla
4575,316021423,Parrearra - Warana
4566,316071547,Eumundi - Yandina
3184,206051134,St Kilda East
2311,106011113,Singleton Surrounds
2217,119041379,Kogarah Bay - Carlton - Allawah
3666,204011054,Alexandra
3053,206041117,Carlton
3057,206011495,Brunswick - North
3375,201031014,Beaufort
2564,123021706,Macquarie Fields
3054,206071140,Carlton North - Princes Hill
4068,305041133,Auchenflower
3216,203021487,Grovedale - Mount Duneed
2177,127011594,Green Valley
7270,602021053,Beauty Point - Beaconsfield
3335,213051584,Tarneit - North
4876,315011401,Torres
2830,105011094,Coonamble
6567,509021241,Moora
4745,308031219,Rockhampton Surrounds - North
2580,103011060,Bathurst Surrounds
3186,208021182,Ormond - Glen Huntly
2222,119031665,Hurstville - North
4370,307021180,Jondaryan
3723,204011057,Mansfield (Vic.)
4217,309101269,Main Beach
3129,207031164,Box Hill North
0812,701021022,Malak - Marrara
4208,309071256,Oxenford - Maudsland
4209,309061249,Pacific Pines - Gaven
4313,319021509,Nanango
2556,123031446,Douglas Park - Appin
3980,212031308,Pearcedale - Tooradin
4285,310041566,Bellbird Park
2829,105031103,Dubbo Surrounds
4352,317011454,North Toowoomba - Harlaxton
2205,119031370,Narwee - Beverly Hills
7017,602031061,Northern Midlands
2174,123021703,Denham Court - Bardia
3127,207011152,Hawthorn East
2526,123031445,Bargo
6530,511041292,Northampton - Mullewa - Greenough
2714,216021413,Numurkah
4873,306011139,Clifton Beach - Kewarra Beach
4110,303051076,Rocklea - Acacia Ridge
4116,303061080,Sunnybank Hills
3691,109011172,Albury - East
2336,106041129,Scone Surrounds
2303,111011209,Glendale - Cardiff - Hillsborough
2298,111031231,Shortland - Jesmond
3160,211051284,Upwey - Tecoma
3551,202031033,Loddon
2450,108041165,Port Macquarie Surrounds
3234,203021043,Lara
3222,203021043,Lara
2790,103031071,Lithgow Surrounds
6006,503021040,North Perth
2170,127031522,Casula
2904,801071083,Macarthur
2478,112021249,Lismore Surrounds
3342,203011034,Bannockburn
5332,407031163,Loxton Surrounds
5333,407031163,Loxton Surrounds
2290,111011213,Valentine - Eleebana
2615,801011009,Flynn (ACT)
2831,105031100,Dubbo - East
3356,201031015,Golden Plains - North
3364,201031015,Golden Plains - North
6068,504031057,Beechboro
2550,101041027,Narooma - Bermagui
4821,315021407,Northern Highlands
2842,105011093,Cobar
3029,213051582,Tarneit (West) - Mount Cottrell
4720,308041528,Banana
3557,202021026,Bendigo Surrounds - South
2563,123021441,Leumeah - Minto Heights
2322,106011109,Cessnock Surrounds
3976,212031561,Hampton Park - East
5024,404011092,Henley Beach
3221,203021486,Corio - Lovely Banks
2565,127011597,West Hoxton - Middleton Grange
3887,205021082,Bruthen - Omeo
3709,113021260,Tumbarumba
3214,203021040,Geelong West - Hamlyn Heights
4721,308031213,Norman Gardens
3478,201031013,Avoca
3475,201031013,Avoca
2224,128011530,Miranda - Yowie Bay
3135,211031263,Bayswater North
3979,205031093,Wonthaggi - Inverloch
3978,212031458,Narre Warren South - West
4133,311051326,Loganlea
3140,211051281,Mooroolbark
4740,312021357,Walkerston - Eton
2200,119011361,Yagoona - Birrong
2083,121021404,Berowra - Brooklyn - Cowan
6154,507041181,Melville
4703,308031221,Shoalwater Bay
4810,318021489,Townsville - South
3448,202021030,Kyneton
4152,303011048,Cannon Hill
7275,602011039,Legana
7054,603021069,Bruny Island - Kettering
6262,501031020,Pemberton
2297,111031227,Mayfield - Warabrook
2614,801011024,Scullin
3621,216011407,Kyabram
2579,107031136,Albion Park - Macquarie Pass
5157,407011147,Strathalbyn Surrounds
5153,407011147,Strathalbyn Surrounds
2334,106011107,Branxton - Greta - Pokolbin
2335,106011107,Branxton - Greta - Pokolbin
2875,103021068,Parkes Surrounds
4228,309051243,Currumbin Valley - Tallebudgera
6062,504011045,Bayswater - Embleton - Bedford
3806,212021553,Berwick - South East
2826,105011096,Walgett - Lightning Ridge
2220,119041379,Kogarah Bay - Carlton - Allawah
7050,601041022,Kingston - Huntingfield
2040,120021389,Lilyfield - Rozelle
2643,109031181,Corowa Surrounds
4214,309061249,Pacific Pines - Gaven
4103,303021054,Fairfield - Dutton Park
3809,212031303,Cranbourne South
5121,402011025,Gawler - North
2617,801011111,Molonglo Corridor
3023,213051585,Tarneit - South
4875,315011401,Torres
2838,105011094,Coonamble
2120,126011496,Pennant Hills - Cheltenham
2260,102021044,Bateau Bay - Killarney Vale
4055,302011026,McDowall
2525,107011546,Port Kembla - Warrawong
2217,119041377,Kingsgrove (South) - Bardwell Park
3777,209031211,Kinglake
4013,302021034,Wavell Heights
2228,128011529,Gymea - Grays Point
5106,402041042,Parafield
3012,213011338,Sunshine West
3447,201021011,Daylesford
4739,312011338,Broadsound - Nebo
3498,215021469,Mildura - North
7007,601051029,Mount Nelson - Dynnyrne
2259,102021051,Ourimbah - Fountaindale
3008,206041118,Docklands
5302,407031161,Karoonda - Lameroo
4060,305031127,Newmarket
2607,801061130,Fyshwick
3318,215011393,West Wimmera
3319,215011393,West Wimmera
3345,201021012,Gordon (Vic.)
3840,205051104,Yarram
2093,122031430,Manly Vale - Allambie Heights
2798,103041078,Orange - North
5009,404011091,Flinders Park
4305,310031293,Raceview
7252,602031058,Dilston - Lilydale
3809,212031558,Cranbourne East - South
2793,101051540,Goulburn Surrounds
2450,108021159,Nambucca Heads Surrounds
2799,103011061,Oberon
3242,203031049,Lorne - Anglesea
3764,204011062,Yea
3272,201031014,Beaufort
2500,107041548,Wollongong - East
6111,506041135,Huntingdale - Southern River
2611,801011007,Evatt
3152,211011251,Bayswater
2049,119021663,Kingsgrove - North
7310,604011079,Penguin - Sulphur Creek
4816,306031159,Innisfail
3088,209011203,Viewbank - Yallambie
2285,111031225,Lambton - New Lambton
2316,106031121,Nelson Bay Peninsula
2421,106021615,Rutherford (North) - Aberglasslyn
5277,407021150,Grant
3199,214011371,Frankston
2291,111021217,Edgeworth - Cameron Park
2752,127011505,Austral - Greendale
4161,301011004,Capalaba
3241,217031473,Colac Surrounds
4054,305031123,Grange
6079,504031064,Melaleuca - Lexia
4858,315021404,Carpentaria
5291,407021158,Wattle Range
3213,203021047,North Geelong - Bell Park
0837,702031061,West Arnhem
6361,509031249,Narrogin
4872,306051170,Mareeba
5321,406021141,Outback
2906,801071075,Conder
3289,217011423,Southern Grampians
4380,307021181,Millmerran
3400,215011388,Horsham
3556,202011023,Maiden Gully
4213,309051244,Mudgeeraba - Bonogin
6014,503021043,Wembley - West Leederville - Glendalough
2335,106021618,Thornton - Millers Forest
2258,102021051,Ourimbah - Fountaindale
3664,204011058,Nagambie
3167,212051568,Clayton - Central
3977,212031457,Narre Warren South - East
4375,317011450,Highfields
4205,311051326,Loganlea
4311,317011451,Lockyer Valley - West
2063,121011683,Castle Cove - Northbridge
6041,509021239,Gingin - Dandaragan
4871,315011395,Aurukun
7017,601011003,Old Beach - Otago
3169,212041313,Dingley Village
2711,113031265,Junee
3792,211051279,Monbulk - Silvan
5035,404031107,Plympton
5655,407031159,Barmera
4468,315031409,Charleville
7277,602011039,Legana
2282,111011209,Glendale - Cardiff - Hillsborough
2284,111011209,Glendale - Cardiff - Hillsborough
4817,318021583,Deeragun - Jensen
2576,114021288,Robertson - Fitzroy Falls
3026,203021043,Lara
4563,319031512,Gympie - North
3199,214011373,Frankston South
2089,121041417,North Sydney - Lavender Bay
2210,119011571,Bankstown - North
3658,204011062,Yea
4701,308031215,Parkhurst - Kawana
4346,310021280,Lockyer Valley - East
5097,402051052,Hope Valley - Modbury
5555,405021119,Wakefield - Barunga West
6372,509031250,Wagin
2120,121021403,Asquith - Mount Colah
2611,801081097,Waramanga
3130,207031162,Blackburn South
4816,318021468,Annandale (Qld)
6251,501031018,Donnybrook - Balingup
4883,306051169,Malanda - Yungaburra
4886,306051169,Malanda - Yungaburra
4859,315011400,Tablelands
6440,702011050,Petermann - Simpson
4007,305031123,Grange
4352,317011449,Gowrie (Qld)
4209,309071555,Pimpama - South
3564,216011406,Echuca
4179,301031015,Manly - Lota
3825,205041095,Moe - Newborough
4820,318021486,Northern Beaches
2615,801011014,Higgins
3835,205011078,Trafalgar (Vic.)
2800,103041077,Orange
3147,207011146,Ashburton (Vic.)
3358,201011481,Ballarat East - Warrenheip
4613,319021506,Kingaroy Surrounds - North
4131,311051328,Waterford West
4275,310021277,Boonah
6762,510021268,Newman
7315,604021086,East Devonport
5717,406021142,Port Augusta
3041,206031501,Essendon (West) - Aberfeldie
3810,212011552,Pakenham - South West
3000,206041505,Melbourne CBD - West
5278,407021152,Millicent
6391,509031248,Murray
4105,303031063,Mount Gravatt
5731,406021141,Outback
3413,215011393,West Wimmera
4700,308031218,Rockhampton Surrounds - East
5254,401021007,Mount Barker
5250,401021007,Mount Barker
4059,305011105,Brisbane City
5202,407011147,Strathalbyn Surrounds
2779,103031071,Lithgow Surrounds
3488,215021398,Mildura Surrounds
3978,212031555,Clyde North - North
2647,109031185,Tocumwal - Finley - Jerilderie
2579,103011061,Oberon
2250,102011036,Niagara Park - Lisarow
4051,305031122,Clayfield
3162,208021178,Caulfield - South
3175,212041566,Keysborough - South
2212,119011358,Padstow
2100,122031429,Freshwater - Brookvale
5558,405021119,Wakefield - Barunga West
5432,405031120,Jamestown
5455,405021117,Gilbert Valley
4066,305041137,Toowong
2478,112011242,Lennox Head - Skennars Head
5156,403031067,Blackwood
6254,501031018,Donnybrook - Balingup
2711,109031183,Deniliquin Surrounds
4703,308031208,Frenchville - Mount Archer
3048,210051246,Greenvale - Bulla
2500,107011547,Windang - Primbee
2218,119041377,Kingsgrove (South) - Bardwell Park
2665,113031267,Wagga Wagga - East
6419,509021240,Merredin
6386,509021240,Merredin
2424,108011151,Bulahdelah - Stroud
4208,309071556,Upper Coomera (South) - Wongawallan
2477,112021247,Kyogle
2594,103021069,West Wyalong
2148,116011561,Blacktown - West
5252,401021008,Mount Barker Surrounds
6054,504011047,Morley
3218,203011035,Golden Plains - South
2466,104011081,Grafton Surrounds
7000,601051028,Lenah Valley - Mount Stuart
5713,405031121,Peterborough - Mount Remarkable
6008,503021042,Subiaco - Shenton Park
4102,303021055,Greenslopes
4879,306031158,Babinda
4816,306031158,Babinda
4515,310021277,Boonah
4673,319011500,Millbank - Avoca
4515,310031289,Karalee - Barellan Point
5038,403021061,Mitchell Park
3053,206041503,Melbourne CBD - East
2346,110011188,Armidale Surrounds - South
4551,316021581,Meridan Plains - Little Mountain (North)
4017,302041042,Brighton (Qld)
4701,308031207,Emu Park
4722,308031220,Rockhampton Surrounds - West
3461,202021030,Kyneton
5440,406021141,Outback
5419,405021118,Goyder
2210,119021573,Lakemba
2769,116021630,Riverstone
4005,305011111,Spring Hill
2122,125021711,Carlingford - East
2652,113031271,Wagga Wagga Surrounds
6164,507011152,Coogee
2769,115041624,North Kellyville
4152,303011047,Camp Hill
4580,319031515,Kilkivan
2294,111031227,Mayfield - Warabrook
4406,319021507,Kingaroy Surrounds - South
2847,103031071,Lithgow Surrounds
3102,206071139,Abbotsford
4163,301021008,Ormiston
7175,601061034,Dodges Ferry - Lewisham
3324,201031015,Golden Plains - North
4066,305041133,Auchenflower
2282,111031222,Adamstown - Kotara
2652,113011256,Griffith (NSW)
5278,407021156,Penola
2017,117031647,Waterloo
6030,505031105,Mindarie - Quinns Rocks - Jindalee
4879,306051169,Malanda - Yungaburra
3844,205031090,Leongatha
2615,801011022,Melba
3064,210051246,Greenvale - Bulla
4404,307021180,Jondaryan
4405,307021179,Crows Nest - Rosalie
3233,203021047,North Geelong - Bell Park
4078,310041303,Springfield
5259,401021008,Mount Barker Surrounds
2439,108051170,Taree Surrounds
6390,509031247,Kulin
4375,307021181,Millmerran
6019,503011030,City Beach
5373,405011110,Barossa - Angaston
2641,109011174,Albury - South
6302,509021245,York - Beverley
2745,123011699,Elderslie - Narellan
3150,212051327,Wheelers Hill
4879,306011142,Trinity Beach - Smithfield
7250,602011048,Summerhill - Prospect
2161,125021477,Ermington - Rydalmere
4309,310021277,Boonah
2722,113031264,Gundagai
2159,121021404,Berowra - Brooklyn - Cowan
6530,511041287,Geraldton - North
6528,511041287,Geraldton - North
4816,318021489,Townsville - South
2146,125031713,Greystanes - South
3631,216031419,Shepparton Surrounds - West
2870,103021065,Forbes
4053,302011024,Carseldine
2659,113031268,Wagga Wagga - North
4012,302021031,Kedron - Gordon Park
5136,401021010,Uraidla - Summertown
2295,111031227,Mayfield - Warabrook
3700,204031069,Bright - Mount Beauty
3222,203021045,Newcomb - Moolap
6018,505021095,Tuart Hill - Joondanna
6160,507021165,Fremantle
4569,316071547,Eumundi - Yandina
2320,106011110,Dungog
4563,319031514,Gympie Surrounds
7249,602031058,Dilston - Lilydale
4625,307011172,Chinchilla
4216,309071253,Hope Island
2581,101051540,Goulburn Surrounds
4723,308011190,Central Highlands - East
2870,103021067,Parkes (NSW)
3980,205011076,Drouin
4802,312021348,Mount Pleasant - Glenella
3950,205031089,Korumburra
3718,204011062,Yea
2209,119031371,Oatley - Hurstville Grove
5064,401031012,Beaumont - Glen Osmond
3129,207011148,Balwyn North
0820,701011008,Stuart Park
4488,307011175,Miles - Wandoan
6476,509021242,Mukinbudin
2446,108041164,Port Macquarie - West
6030,505031099,Butler - Merriwa - Ridgewood
4852,306031160,Johnstone
4820,318011462,Charters Towers
3149,212051324,Mount Waverley - South
6513,509021241,Moora
3023,213011332,Keilor Downs
4702,308031219,Rockhampton Surrounds - North
2570,127011727,Gledswood Hills - Gregory Hills
6480,509021240,Merredin
2420,108011151,Bulahdelah - Stroud
6172,507051312,Baldivis - North
3058,206011109,Pascoe Vale South
4374,307031186,Southern Downs - West
2156,115011553,Castle Hill - Central
2163,125031479,Chester Hill - Sefton
4374,317011449,Gowrie (Qld)
4216,309031240,Runaway Bay
5013,404021099,Largs Bay - Semaphore
2361,110021192,Inverell Surrounds - East
5357,407031170,Waikerie
3028,213051588,Truganina - South West
2546,101041022,Deua - Wadbilliga
6351,509031247,Kulin
2617,801011014,Higgins
4077,310011564,Forest Lake - Ellen Grove
5157,407011149,Yankalilla
4865,306021148,Gordonvale - Trinity
2210,119021367,Roselands
4007,302031036,Brisbane Airport
6395,509011231,Kojonup
3183,206051514,St Kilda - West
3136,211031451,Croydon - West
4610,319021506,Kingaroy Surrounds - North
5722,406021140,Quorn - Lake Gilles
4313,310021277,Boonah
2335,106011108,Cessnock
4741,312021357,Walkerston - Eton
2810,103021066,Grenfell
4405,307021183,Wambo
4032,305031120,Alderley
2199,125011587,Regents Park
2540,114021289,Southern Highlands
3542,215031401,Gannawarra
6468,511041290,Meekatharra
3634,216031418,Shepparton Surrounds - East
0820,701021012,Berrimah
6068,504031299,Brabham - Henley Brook
5097,402051054,Redwood Park
3572,202031033,Loddon
4165,301021013,Victoria Point
2618,801011025,Spence
2681,113011257,Griffith Surrounds
2914,801041045,Mitchell
2233,128021533,Heathcote - Waterfall
2146,125041491,Northmead
3340,213051589,Wyndham Vale - North
3833,205011077,Mount Baw Baw Region
4709,308011191,Central Highlands - West
2050,117021327,Petersham - Stanmore
2540,114011277,North Nowra - Bomaderry
6430,511031278,Boulder
3672,204021064,Benalla Surrounds
6218,501021014,Harvey
5157,401021004,Aldgate - Stirling
4816,318021488,South Townsville - Railway Estate
2445,108041162,Laurieton - Bonny Hills
2619,801031032,Kowen
2900,801071080,Greenway
4879,306031162,Wooroonooran
2829,105011093,Cobar
3021,213011334,St Albans - North
6375,509031246,Brookton
3237,217031475,Corangamite - South
3584,215031405,Swan Hill Surrounds
3213,217031476,Otway
5107,402041171,Mawson Lakes - Globe Derby Park
2411,110031196,Moree Surrounds
3127,207031167,Surrey Hills (East) - Mont Albert
7212,602011052,Youngtown - Relbia
2219,119041382,Sans Souci - Ramsgate
2671,113011259,Narrandera
3352,201011006,Delacombe
3352,203011035,Golden Plains - South
5203,407011149,Yankalilla
2168,127031730,Edmondson Park
5577,405041128,Yorke Peninsula - South
6518,511041291,Morawa
3624,216011410,Rushworth
3068,206011106,Brunswick East
3701,204031491,Baranduda - Leneva
5261,407031169,The Coorong
3980,212011549,Pakenham - North East
2726,101061542,Yass Surrounds
2043,117031330,Erskineville - Alexandria
2540,101021610,Googong
3064,209041225,Whittlesea
4879,306021156,Whitfield - Edge Hill
4565,316051438,Tewantin
5723,406021142,Port Augusta
5611,406021142,Port Augusta
7305,602021054,Deloraine
7054,601041024,Margate - Snug
3788,211051279,Monbulk - Silvan
5723,407031159,Barmera
6560,504021049,Chidlow
6084,509021236,Chittering
4824,315021406,Mount Isa Surrounds
4670,319011501,Svensson Heights - Norville
4172,303011048,Cannon Hill
0862,702021055,Barkly
2116,125021711,Carlingford - East
2620,101021008,Karabar
4013,305031123,Grange
3055,206011107,Brunswick West
3751,209041433,Epping (Vic.) - West
7315,604021091,Sheffield - Railton
3622,216011407,Kyabram
4756,312021351,Pioneer Valley
6558,509021243,Northam
7302,602021057,Westbury
3037,213041574,Fraser Rise - Plumpton
6052,504011045,Bayswater - Embleton - Bedford
2029,118011344,Dover Heights
3124,207011155,Surrey Hills (West) - Canterbury
4703,308011191,Central Highlands - West
2233,128021608,Loftus - Yarrawarrah
0810,701021010,Alawa
3216,203011036,Winchelsea
3442,204011060,Seymour Surrounds
3631,204011054,Alexandra
4108,303061078,Runcorn
4488,315031411,Far South West
0846,702031057,Alligator
2034,118021651,Coogee - Clovelly
3892,205021085,Orbost
6401,504031060,Gidgegannup
7030,601021006,Geilston Bay - Risdon
2752,127011727,Gledswood Hills - Gregory Hills
4822,315011400,Tablelands
4311,310021281,Lowood
4737,312021342,Andergrove - Beaconsfield
6147,506031131,Willetton
5034,401071023,Goodwood - Millswood
4871,306021148,Gordonvale - Trinity
3013,213031350,Seddon - Kingsville
3356,201031013,Avoca
2295,111031230,Newcastle Port - Kooragang
2327,106011111,Kurri Kurri - Abermain
4311,310021278,Esk
3806,212021299,Narre Warren North
4352,317011446,Darling Heights
7030,601031013,Austins Ferry - Granton
2538,101021611,Queanbeyan Surrounds
,,
0835,701031031,Howard Springs
4125,311041322,Logan Village
4306,307021179,Crows Nest - Rosalie
3219,203021039,Geelong
3630,204011055,Euroa
4804,312011340,Collinsville
3461,201021012,Gordon (Vic.)
2648,109021178,Wentworth - Buronga
0832,701031034,Virginia
6462,509021238,Dowerin
2121,126011721,Epping (NSW) - West
6174,507051191,Singleton - Golden Bay - Secret Harbour
4714,308031212,Mount Morgan
2232,128021537,Royal National Park
4213,309061248,Nerang - Mount Nathan
6230,501021254,Withers - Usher
2090,121041417,North Sydney - Lavender Bay
4712,308011191,Central Highlands - West
6003,503021295,East Perth
5243,401021006,Lobethal - Woodside
3444,204011060,Seymour Surrounds
3173,212041566,Keysborough - South
5245,401021004,Aldgate - Stirling
3055,206011496,Brunswick - South
3024,213051584,Tarneit - North
3156,211011258,Rowville - South
2190,119011356,Condell Park
4153,303011051,Carindale
6058,506051138,Forrestfield - Wattle Grove
2914,801041117,Gungahlin - West
3279,217031474,Corangamite - North
3028,213051586,Truganina - North
3361,215011387,Ararat Surrounds
5017,404021100,North Haven
2631,101031016,Jindabyne - Berridale
2133,120031680,Strathfield - East
7275,602021055,Grindelwald - Lanena
2577,114011272,Berry - Kangaroo Valley
7321,604011080,Romaine - Havenview
7187,603031073,Forestier - Tasman
3556,202011022,Kangaroo Flat - Golden Square
4151,305021117,Morningside - Seven Hills
6438,511031283,Leinster - Leonora
5722,406011131,Kimba - Cleve - Franklin Harbour
6397,509011234,Plantagenet
2190,119021366,Punchbowl
3810,212011547,Bunyip - Garfield
4025,301021550,North Stradbroke Island
6431,510021267,East Pilbara
2107,122021420,Avalon - Palm Beach
7250,602011043,Norwood (Tas.)
3488,215031400,Buloke
7292,602021054,Deloraine
4054,305031127,Newmarket
4208,311041571,Yarrabilba
5722,406011134,West Coast (SA)
3350,201011002,Ballarat
4805,312011340,Collinsville
0845,702031058,Daly
2108,122021421,Bayview - Elanora Heights
7109,603021070,Cygnet
6271,501021010,Dardanup
2192,119021362,Belmore - Belfield
3145,208041195,Malvern East
3782,212011289,Emerald - Cockatoo
5116,402011026,Gawler - South
7190,603011067,Southern Midlands
2680,109021177,Hay
3022,213011328,Ardeer - Albion
4164,301021009,Redland Bay
6019,505021092,Scarborough
3242,203011036,Winchelsea
4108,304031093,Corinda
6017,505021096,Wembley Downs - Churchlands - Woodlands
2618,801011007,Evatt
6391,509031250,Wagin
5047,403021064,Warradale
2618,801101145,Molonglo - East
2873,105011093,Cobar
3037,213011331,Delahey
2147,116011627,Toongabbie - West
6530,511041285,Geraldton
2257,102011034,Kincumber - Picketts Valley
3015,213021344,Newport
2506,107011545,Berkeley - Lake Heights - Cringila
4208,309071552,Ormeau (East) - Stapylton
0870,702011048,Larapinta
0837,701041041,Palmerston - North
2760,124051580,Colyton - Oxley Park
3249,203021486,Corio - Lovely Banks
2312,108051170,Taree Surrounds
3373,201011006,Delacombe
5091,402051055,St Agnes - Ridgehaven
4165,301021011,Sheldon - Mount Cotton
3981,212011549,Pakenham - North East
2156,115021297,Dural - Kenthurst - Wisemans Ferry
2212,119021367,Roselands
3550,202011022,Kangaroo Flat - Golden Square
3143,206051514,St Kilda - West
3669,204011058,Nagambie
3283,217011420,Glenelg (Vic.)
4054,314011386,The Hills District
2870,103021062,Condobolin
2576,114021285,Hill Top - Colo Vale
3272,201011007,Smythes Creek
2900,801071089,Tuggeranong
3370,201021012,Gordon (Vic.)
2218,119041671,Wolli Creek
3429,210041240,Sunbury
5352,405011112,Lyndoch
6603,509021238,Dowerin
4118,311031311,Boronia Heights - Park Ridge
6431,511031282,Kambalda - Coolgardie - Norseman
6430,511031282,Kambalda - Coolgardie - Norseman
2019,117011320,Banksmeadow
2747,116031316,Lethbridge Park - Tregear
2216,119041378,Kogarah
3187,208011172,Hampton
2033,118021565,Kingsford
2083,102011036,Niagara Park - Lisarow
3074,209041529,Lalor - East
2170,127031524,Holsworthy - Wattle Grove
3714,204011054,Alexandra
2338,110041200,Gunnedah Surrounds
2525,107041548,Wollongong - East
4503,314021389,Murrumba Downs - Griffin
2261,102021047,Chittaway Bay - Tumbi Umbi
2160,125041717,Parramatta - North
2165,125031480,Fairfield - East
2611,801011003,Bruce
4121,303041068,Moorooka
2108,122021422,Newport - Bilgola
2826,105031099,Coonabarabran
3108,207021424,Doncaster East - North
4108,303041067,Coopers Plains
4871,306051169,Malanda - Yungaburra
0852,702051067,Katherine
4701,308031219,Rockhampton Surrounds - North
2557,123021703,Denham Court - Bardia
4380,317011453,Newtown (Qld)
7325,604011084,Wynyard
4872,315021404,Carpentaria
2775,102011030,Calga - Kulnura
2229,128011602,Caringbah
0830,701041041,Palmerston - North
4032,305031131,Wooloowin - Lutwyche
5344,407031159,Barmera
3358,217041477,Moyne - East
6770,510011263,Derby - West Kimberley
2640,109011173,Albury - North
4720,308031213,Norman Gardens
7316,604011080,Romaine - Havenview
2818,105031103,Dubbo Surrounds
6014,503021042,Subiaco - Shenton Park
2765,115041301,Pitt Town - McGraths Hill
3148,207011146,Ashburton (Vic.)
2119,121021406,Normanhurst - Thornleigh - Westleigh
4892,306031158,Babinda
3975,212041564,Dandenong - South
0837,702011053,Tanami
2794,103021066,Grenfell
4112,303031060,Eight Mile Plains
2720,101061542,Yass Surrounds
4069,310031289,Karalee - Barellan Point
3623,216031419,Shepparton Surrounds - West
2665,113031265,Junee
4053,302021031,Kedron - Gordon Park
3751,209041437,Wollert
4352,307031187,Stanthorpe
3341,213041571,Brookfield
2762,115041624,North Kellyville
7258,602031058,Dilston - Lilydale
4671,308051530,Agnes Water - Miriam Vale
3523,202011024,Strathfieldsaye
3644,109031185,Tocumwal - Finley - Jerilderie
0837,702041063,East Arnhem
0846,702041063,East Arnhem
2227,128021608,Loftus - Yarrawarrah
2132,120031678,Burwood (NSW)
6431,511031278,Boulder
3746,204021067,Wangaratta Surrounds
3990,205031089,Korumburra
5671,406011133,Port Lincoln
2261,102021055,Tuggerah - Kangy Angy
6394,509031250,Wagin
2490,112031551,Terranora - North Tumbulgum
4420,307011175,Miles - Wandoan
6061,505021301,Dianella - North
2834,105011093,Cobar
4314,310021282,Rosewood
0837,702051068,Victoria River
2015,117031643,Rosebery - Beaconsfield
2322,106021615,Rutherford (North) - Aberglasslyn
3071,206021112,Thornbury
4214,309031235,Arundel
4061,302011026,McDowall
2208,119041377,Kingsgrove (South) - Bardwell Park
4880,315011400,Tablelands
6535,511041288,Geraldton - South
2611,801011021,McKellar
5343,407031168,Renmark Surrounds
3234,203021047,North Geelong - Bell Park
4122,303061079,Sunnybank
2540,114011278,Nowra
2154,115011554,Castle Hill - East
2640,113021260,Tumbarumba
3480,215011392,Stawell
4870,306021148,Gordonvale - Trinity
4816,306051167,Herberton
2145,116011306,Doonside - Woodcroft
2569,123031446,Douglas Park - Appin
2914,801041040,Gungahlin
3556,216011410,Rushworth
3690,109011174,Albury - South
2793,103021064,Cowra Surrounds
3814,212011551,Pakenham - South East
3217,203031489,Barwon Heads - Armstrong Creek
